Entity,Code,Day,people_fully_vaccinated_per_hundred
Afghanistan,AFG,2021-05-11,0.14
Afghanistan,AFG,2021-05-20,0.2
Afghanistan,AFG,2021-05-24,0.25
Afghanistan,AFG,2021-05-26,0.29
Africa,,2021-02-03,0
Africa,,2021-02-04,0
Africa,,2021-02-05,0
Africa,,2021-02-06,0
Africa,,2021-02-08,0
Africa,,2021-02-09,0
Africa,,2021-02-10,0
Africa,,2021-02-11,0
Africa,,2021-02-12,0
Africa,,2021-02-13,0
Africa,,2021-02-15,0
Africa,,2021-02-16,0
Africa,,2021-02-17,0
Africa,,2021-02-18,0
Africa,,2021-02-19,0
Africa,,2021-02-20,0
Africa,,2021-02-21,0
Africa,,2021-02-22,0.01
Africa,,2021-02-23,0.01
Africa,,2021-02-24,0.01
Africa,,2021-02-25,0.01
Africa,,2021-02-26,0.01
Africa,,2021-02-27,0.02
Africa,,2021-02-28,0.02
Africa,,2021-03-01,0.02
Africa,,2021-03-02,0.03
Africa,,2021-03-03,0.03
Africa,,2021-03-04,0.04
Africa,,2021-03-05,0.05
Africa,,2021-03-06,0.05
Africa,,2021-03-07,0.05
Africa,,2021-03-08,0.06
Africa,,2021-03-09,0.06
Africa,,2021-03-10,0.08
Africa,,2021-03-11,0.08
Africa,,2021-03-12,0.1
Africa,,2021-03-13,0.12
Africa,,2021-03-14,0.12
Africa,,2021-03-15,0.14
Africa,,2021-03-16,0.16
Africa,,2021-03-17,0.17
Africa,,2021-03-18,0.17
Africa,,2021-03-19,0.19
Africa,,2021-03-20,0.2
Africa,,2021-03-21,0.2
Africa,,2021-03-22,0.2
Africa,,2021-03-23,0.21
Africa,,2021-03-24,0.23
Africa,,2021-03-25,0.25
Africa,,2021-03-26,0.26
Africa,,2021-03-27,0.27
Africa,,2021-03-28,0.27
Africa,,2021-03-29,0.28
Africa,,2021-03-30,0.29
Africa,,2021-03-31,0.3
Africa,,2021-04-01,0.31
Africa,,2021-04-02,0.31
Africa,,2021-04-03,0.32
Africa,,2021-04-04,0.32
Africa,,2021-04-05,0.32
Africa,,2021-04-06,0.32
Africa,,2021-04-07,0.33
Africa,,2021-04-08,0.33
Africa,,2021-04-09,0.33
Africa,,2021-04-10,0.34
Africa,,2021-04-11,0.34
Africa,,2021-04-12,0.34
Africa,,2021-04-13,0.34
Africa,,2021-04-14,0.34
Africa,,2021-04-15,0.34
Africa,,2021-04-16,0.34
Africa,,2021-04-17,0.34
Africa,,2021-04-18,0.35
Africa,,2021-04-19,0.35
Africa,,2021-04-20,0.35
Africa,,2021-04-21,0.35
Africa,,2021-04-22,0.35
Africa,,2021-04-23,0.35
Africa,,2021-04-24,0.35
Africa,,2021-04-25,0.35
Africa,,2021-04-26,0.35
Africa,,2021-04-27,0.36
Africa,,2021-04-28,0.36
Africa,,2021-04-29,0.36
Africa,,2021-04-30,0.36
Africa,,2021-05-01,0.37
Africa,,2021-05-02,0.37
Africa,,2021-05-03,0.37
Africa,,2021-05-04,0.38
Africa,,2021-05-05,0.38
Africa,,2021-05-06,0.38
Africa,,2021-05-07,0.39
Africa,,2021-05-08,0.39
Africa,,2021-05-09,0.42
Africa,,2021-05-10,0.42
Africa,,2021-05-11,0.42
Africa,,2021-05-12,0.44
Africa,,2021-05-13,0.44
Africa,,2021-05-14,0.44
Africa,,2021-05-15,0.45
Africa,,2021-05-16,0.45
Africa,,2021-05-17,0.45
Africa,,2021-05-18,0.47
Africa,,2021-05-19,0.47
Africa,,2021-05-20,0.48
Africa,,2021-05-21,0.5
Africa,,2021-05-22,0.51
Africa,,2021-05-23,0.51
Africa,,2021-05-24,0.52
Africa,,2021-05-25,0.53
Africa,,2021-05-26,0.54
Africa,,2021-05-27,0.54
Africa,,2021-05-28,0.56
Albania,ALB,2021-02-02,0
Albania,ALB,2021-02-09,0.02
Albania,ALB,2021-02-17,0.02
Albania,ALB,2021-02-18,0.02
Albania,ALB,2021-02-22,0.02
Albania,ALB,2021-05-11,6.31
Albania,ALB,2021-05-12,6.53
Albania,ALB,2021-05-13,6.7
Albania,ALB,2021-05-14,7.12
Albania,ALB,2021-05-17,7.75
Albania,ALB,2021-05-18,7.95
Albania,ALB,2021-05-19,8.15
Albania,ALB,2021-05-20,8.26
Albania,ALB,2021-05-21,8.33
Albania,ALB,2021-05-23,8.47
Albania,ALB,2021-05-24,8.68
Albania,ALB,2021-05-26,9.35
Albania,ALB,2021-05-27,9.63
Andorra,AND,2021-03-08,1.52
Andorra,AND,2021-03-10,1.64
Andorra,AND,2021-03-15,1.64
Andorra,AND,2021-04-05,5.8
Andorra,AND,2021-04-19,6.06
Andorra,AND,2021-04-26,6.06
Andorra,AND,2021-05-03,6.08
Andorra,AND,2021-05-10,6.09
Andorra,AND,2021-05-17,6.09
Angola,AGO,2021-05-12,0.12
Angola,AGO,2021-05-18,0.23
Angola,AGO,2021-05-21,0.39
Angola,AGO,2021-05-26,0.6
Anguilla,AIA,2021-04-22,5.22
Anguilla,AIA,2021-05-17,29.49
Antigua and Barbuda,ATG,2021-05-17,2.64
Antigua and Barbuda,ATG,2021-05-21,7.2
Antigua and Barbuda,ATG,2021-05-26,11.59
Argentina,ARG,2021-01-20,0.01
Argentina,ARG,2021-01-21,0.04
Argentina,ARG,2021-01-22,0.06
Argentina,ARG,2021-01-23,0.06
Argentina,ARG,2021-01-24,0.07
Argentina,ARG,2021-01-25,0.07
Argentina,ARG,2021-01-26,0.09
Argentina,ARG,2021-01-27,0.1
Argentina,ARG,2021-01-28,0.11
Argentina,ARG,2021-01-29,0.15
Argentina,ARG,2021-01-30,0.19
Argentina,ARG,2021-02-01,0.21
Argentina,ARG,2021-02-03,0.25
Argentina,ARG,2021-02-04,0.32
Argentina,ARG,2021-02-06,0.36
Argentina,ARG,2021-02-07,0.4
Argentina,ARG,2021-02-08,0.42
Argentina,ARG,2021-02-09,0.42
Argentina,ARG,2021-02-10,0.44
Argentina,ARG,2021-02-11,0.47
Argentina,ARG,2021-02-12,0.49
Argentina,ARG,2021-02-13,0.52
Argentina,ARG,2021-02-14,0.53
Argentina,ARG,2021-02-15,0.53
Argentina,ARG,2021-02-16,0.53
Argentina,ARG,2021-02-17,0.53
Argentina,ARG,2021-02-18,0.54
Argentina,ARG,2021-02-19,0.56
Argentina,ARG,2021-02-20,0.58
Argentina,ARG,2021-02-21,0.58
Argentina,ARG,2021-02-22,0.58
Argentina,ARG,2021-02-23,0.59
Argentina,ARG,2021-02-24,0.59
Argentina,ARG,2021-02-25,0.6
Argentina,ARG,2021-02-26,0.63
Argentina,ARG,2021-02-27,0.64
Argentina,ARG,2021-02-28,0.65
Argentina,ARG,2021-03-01,0.65
Argentina,ARG,2021-03-02,0.67
Argentina,ARG,2021-03-03,0.68
Argentina,ARG,2021-03-04,0.69
Argentina,ARG,2021-03-05,0.72
Argentina,ARG,2021-03-07,0.76
Argentina,ARG,2021-03-08,0.76
Argentina,ARG,2021-03-09,0.77
Argentina,ARG,2021-03-10,0.77
Argentina,ARG,2021-03-11,0.78
Argentina,ARG,2021-03-12,0.84
Argentina,ARG,2021-03-13,0.93
Argentina,ARG,2021-03-14,0.99
Argentina,ARG,2021-03-15,1
Argentina,ARG,2021-03-16,1.06
Argentina,ARG,2021-03-17,1.1
Argentina,ARG,2021-03-18,1.14
Argentina,ARG,2021-03-19,1.23
Argentina,ARG,2021-03-20,1.31
Argentina,ARG,2021-03-21,1.34
Argentina,ARG,2021-03-22,1.34
Argentina,ARG,2021-03-23,1.38
Argentina,ARG,2021-03-24,1.4
Argentina,ARG,2021-03-25,1.41
Argentina,ARG,2021-03-26,1.44
Argentina,ARG,2021-03-27,1.46
Argentina,ARG,2021-03-28,1.47
Argentina,ARG,2021-03-29,1.47
Argentina,ARG,2021-03-30,1.48
Argentina,ARG,2021-03-31,1.5
Argentina,ARG,2021-04-01,1.51
Argentina,ARG,2021-04-02,1.51
Argentina,ARG,2021-04-03,1.51
Argentina,ARG,2021-04-04,1.51
Argentina,ARG,2021-04-05,1.51
Argentina,ARG,2021-04-06,1.53
Argentina,ARG,2021-04-07,1.55
Argentina,ARG,2021-04-08,1.56
Argentina,ARG,2021-04-09,1.57
Argentina,ARG,2021-04-10,1.6
Argentina,ARG,2021-04-11,1.61
Argentina,ARG,2021-04-12,1.61
Argentina,ARG,2021-04-13,1.63
Argentina,ARG,2021-04-14,1.68
Argentina,ARG,2021-04-15,1.71
Argentina,ARG,2021-04-16,1.74
Argentina,ARG,2021-04-17,1.76
Argentina,ARG,2021-04-18,1.77
Argentina,ARG,2021-04-19,1.77
Argentina,ARG,2021-04-20,1.8
Argentina,ARG,2021-04-21,1.83
Argentina,ARG,2021-04-22,1.86
Argentina,ARG,2021-04-23,1.89
Argentina,ARG,2021-04-24,1.92
Argentina,ARG,2021-04-25,1.93
Argentina,ARG,2021-04-26,1.93
Argentina,ARG,2021-04-27,1.95
Argentina,ARG,2021-04-28,1.96
Argentina,ARG,2021-04-29,2.01
Argentina,ARG,2021-04-30,2.08
Argentina,ARG,2021-05-01,2.14
Argentina,ARG,2021-05-02,2.15
Argentina,ARG,2021-05-03,2.19
Argentina,ARG,2021-05-04,2.32
Argentina,ARG,2021-05-05,2.5
Argentina,ARG,2021-05-06,2.64
Argentina,ARG,2021-05-07,2.8
Argentina,ARG,2021-05-08,2.97
Argentina,ARG,2021-05-09,3.08
Argentina,ARG,2021-05-10,3.11
Argentina,ARG,2021-05-11,3.2
Argentina,ARG,2021-05-12,3.36
Argentina,ARG,2021-05-13,3.61
Argentina,ARG,2021-05-14,3.87
Argentina,ARG,2021-05-15,4.14
Argentina,ARG,2021-05-16,4.21
Argentina,ARG,2021-05-17,4.32
Argentina,ARG,2021-05-18,4.54
Argentina,ARG,2021-05-19,4.66
Argentina,ARG,2021-05-20,4.76
Argentina,ARG,2021-05-21,4.93
Argentina,ARG,2021-05-22,5.13
Argentina,ARG,2021-05-23,5.23
Argentina,ARG,2021-05-24,5.34
Argentina,ARG,2021-05-25,5.39
Argentina,ARG,2021-05-26,5.43
Argentina,ARG,2021-05-27,5.57
Argentina,ARG,2021-05-28,5.74
Aruba,ABW,2021-03-29,9.52
Aruba,ABW,2021-04-10,11.14
Aruba,ABW,2021-04-12,11.18
Aruba,ABW,2021-04-13,11.26
Aruba,ABW,2021-04-14,11.37
Aruba,ABW,2021-04-15,11.77
Aruba,ABW,2021-04-16,12.17
Aruba,ABW,2021-04-17,12.94
Aruba,ABW,2021-04-18,12.94
Aruba,ABW,2021-04-19,13.97
Aruba,ABW,2021-04-20,15.39
Aruba,ABW,2021-04-21,16.79
Aruba,ABW,2021-04-22,17.97
Aruba,ABW,2021-04-23,18.63
Aruba,ABW,2021-04-24,18.67
Aruba,ABW,2021-04-25,18.68
Aruba,ABW,2021-04-26,18.84
Aruba,ABW,2021-04-28,19.53
Aruba,ABW,2021-04-29,20.37
Aruba,ABW,2021-04-30,21.13
Aruba,ABW,2021-05-03,21.65
Aruba,ABW,2021-05-04,22.3
Aruba,ABW,2021-05-05,22.61
Aruba,ABW,2021-05-06,22.65
Aruba,ABW,2021-05-07,23.07
Aruba,ABW,2021-05-08,23.37
Aruba,ABW,2021-05-10,23.98
Aruba,ABW,2021-05-11,24.9
Aruba,ABW,2021-05-12,25.89
Aruba,ABW,2021-05-13,26.7
Aruba,ABW,2021-05-14,28.31
Aruba,ABW,2021-05-15,29.15
Aruba,ABW,2021-05-17,30.97
Aruba,ABW,2021-05-18,33.15
Aruba,ABW,2021-05-19,34.96
Aruba,ABW,2021-05-20,36.5
Aruba,ABW,2021-05-21,38.09
Aruba,ABW,2021-05-22,40.64
Aruba,ABW,2021-05-23,44.24
Aruba,ABW,2021-05-24,45.15
Aruba,ABW,2021-05-25,46.11
Aruba,ABW,2021-05-26,46.29
Aruba,ABW,2021-05-27,46.66
Aruba,ABW,2021-05-28,47.21
Asia,,2021-01-04,0
Asia,,2021-01-05,0
Asia,,2021-01-06,0
Asia,,2021-01-07,0
Asia,,2021-01-08,0
Asia,,2021-01-09,0
Asia,,2021-01-10,0.01
Asia,,2021-01-11,0.01
Asia,,2021-01-12,0.01
Asia,,2021-01-13,0.01
Asia,,2021-01-14,0.01
Asia,,2021-01-15,0.01
Asia,,2021-01-16,0.01
Asia,,2021-01-17,0.01
Asia,,2021-01-18,0.02
Asia,,2021-01-19,0.02
Asia,,2021-01-20,0.02
Asia,,2021-01-21,0.02
Asia,,2021-01-22,0.03
Asia,,2021-01-23,0.03
Asia,,2021-01-24,0.03
Asia,,2021-01-25,0.03
Asia,,2021-01-26,0.04
Asia,,2021-01-27,0.04
Asia,,2021-01-28,0.04
Asia,,2021-01-29,0.04
Asia,,2021-01-30,0.04
Asia,,2021-01-31,0.05
Asia,,2021-02-01,0.05
Asia,,2021-02-02,0.05
Asia,,2021-02-03,0.05
Asia,,2021-02-04,0.05
Asia,,2021-02-05,0.05
Asia,,2021-02-06,0.05
Asia,,2021-02-07,0.05
Asia,,2021-02-08,0.06
Asia,,2021-02-09,0.06
Asia,,2021-02-10,0.06
Asia,,2021-02-11,0.07
Asia,,2021-02-12,0.07
Asia,,2021-02-13,0.08
Asia,,2021-02-14,0.08
Asia,,2021-02-15,0.09
Asia,,2021-02-16,0.1
Asia,,2021-02-17,0.1
Asia,,2021-02-18,0.11
Asia,,2021-02-19,0.12
Asia,,2021-02-20,0.13
Asia,,2021-02-21,0.13
Asia,,2021-02-22,0.14
Asia,,2021-02-23,0.19
Asia,,2021-02-24,0.2
Asia,,2021-02-25,0.21
Asia,,2021-02-26,0.22
Asia,,2021-02-27,0.23
Asia,,2021-02-28,0.24
Asia,,2021-03-01,0.24
Asia,,2021-03-02,0.25
Asia,,2021-03-03,0.26
Asia,,2021-03-04,0.27
Asia,,2021-03-05,0.28
Asia,,2021-03-06,0.29
Asia,,2021-03-07,0.3
Asia,,2021-03-08,0.31
Asia,,2021-03-09,0.32
Asia,,2021-03-10,0.33
Asia,,2021-03-11,0.34
Asia,,2021-03-12,0.35
Asia,,2021-03-13,0.36
Asia,,2021-03-14,0.37
Asia,,2021-03-15,0.39
Asia,,2021-03-16,0.41
Asia,,2021-03-17,0.43
Asia,,2021-03-18,0.45
Asia,,2021-03-19,0.47
Asia,,2021-03-20,0.48
Asia,,2021-03-21,0.48
Asia,,2021-03-22,0.5
Asia,,2021-03-23,0.52
Asia,,2021-03-24,0.54
Asia,,2021-03-25,0.55
Asia,,2021-03-26,0.57
Asia,,2021-03-27,0.57
Asia,,2021-03-28,0.58
Asia,,2021-03-29,0.58
Asia,,2021-03-30,0.59
Asia,,2021-03-31,0.61
Asia,,2021-04-01,0.64
Asia,,2021-04-02,0.65
Asia,,2021-04-03,0.66
Asia,,2021-04-04,0.67
Asia,,2021-04-05,0.68
Asia,,2021-04-06,0.7
Asia,,2021-04-07,0.72
Asia,,2021-04-08,0.74
Asia,,2021-04-09,0.75
Asia,,2021-04-10,0.78
Asia,,2021-04-11,0.79
Asia,,2021-04-12,0.81
Asia,,2021-04-13,0.83
Asia,,2021-04-14,0.85
Asia,,2021-04-15,0.87
Asia,,2021-04-16,0.89
Asia,,2021-04-17,0.91
Asia,,2021-04-18,0.94
Asia,,2021-04-19,0.97
Asia,,2021-04-20,1.01
Asia,,2021-04-21,1.03
Asia,,2021-04-22,1.08
Asia,,2021-04-23,1.09
Asia,,2021-04-24,1.1
Asia,,2021-04-25,1.15
Asia,,2021-04-26,1.19
Asia,,2021-04-27,1.24
Asia,,2021-04-28,1.28
Asia,,2021-04-29,1.33
Asia,,2021-04-30,1.37
Asia,,2021-05-01,1.39
Asia,,2021-05-02,1.4
Asia,,2021-05-03,1.43
Asia,,2021-05-04,1.48
Asia,,2021-05-05,1.52
Asia,,2021-05-06,1.57
Asia,,2021-05-07,1.62
Asia,,2021-05-08,1.66
Asia,,2021-05-09,1.67
Asia,,2021-05-10,1.72
Asia,,2021-05-11,1.8
Asia,,2021-05-12,1.83
Asia,,2021-05-13,1.87
Asia,,2021-05-14,1.89
Asia,,2021-05-15,1.91
Asia,,2021-05-16,1.92
Asia,,2021-05-17,1.95
Asia,,2021-05-18,1.99
Asia,,2021-05-19,2.01
Asia,,2021-05-20,2.04
Asia,,2021-05-21,2.06
Asia,,2021-05-22,2.08
Asia,,2021-05-23,2.1
Asia,,2021-05-24,2.13
Asia,,2021-05-25,2.15
Asia,,2021-05-26,2.17
Asia,,2021-05-27,2.19
Asia,,2021-05-28,2.2
Australia,AUS,2021-05-24,1.63
Australia,AUS,2021-05-25,1.64
Australia,AUS,2021-05-26,1.85
Australia,AUS,2021-05-27,1.89
Australia,AUS,2021-05-28,1.93
Austria,AUT,2021-01-15,0
Austria,AUT,2021-01-16,0
Austria,AUT,2021-01-17,0
Austria,AUT,2021-01-18,0.01
Austria,AUT,2021-01-19,0.03
Austria,AUT,2021-01-20,0.04
Austria,AUT,2021-01-21,0.05
Austria,AUT,2021-01-22,0.05
Austria,AUT,2021-01-23,0.05
Austria,AUT,2021-01-24,0.05
Austria,AUT,2021-01-25,0.05
Austria,AUT,2021-01-26,0.06
Austria,AUT,2021-01-27,0.07
Austria,AUT,2021-01-28,0.1
Austria,AUT,2021-01-29,0.21
Austria,AUT,2021-01-30,0.23
Austria,AUT,2021-01-31,0.24
Austria,AUT,2021-02-01,0.28
Austria,AUT,2021-02-02,0.44
Austria,AUT,2021-02-03,0.6
Austria,AUT,2021-02-04,0.8
Austria,AUT,2021-02-05,0.99
Austria,AUT,2021-02-06,1.06
Austria,AUT,2021-02-07,1.11
Austria,AUT,2021-02-08,1.19
Austria,AUT,2021-02-09,1.38
Austria,AUT,2021-02-10,1.58
Austria,AUT,2021-02-11,1.8
Austria,AUT,2021-02-12,2
Austria,AUT,2021-02-13,2.06
Austria,AUT,2021-02-14,2.07
Austria,AUT,2021-02-15,2.11
Austria,AUT,2021-02-16,2.19
Austria,AUT,2021-02-17,2.3
Austria,AUT,2021-02-18,2.39
Austria,AUT,2021-02-19,2.48
Austria,AUT,2021-02-20,2.5
Austria,AUT,2021-02-21,2.51
Austria,AUT,2021-02-22,2.53
Austria,AUT,2021-02-23,2.58
Austria,AUT,2021-02-24,2.62
Austria,AUT,2021-02-25,2.66
Austria,AUT,2021-02-26,2.71
Austria,AUT,2021-02-27,2.73
Austria,AUT,2021-02-28,2.74
Austria,AUT,2021-03-01,2.75
Austria,AUT,2021-03-02,2.77
Austria,AUT,2021-03-03,2.8
Austria,AUT,2021-03-04,2.83
Austria,AUT,2021-03-05,2.86
Austria,AUT,2021-03-06,2.89
Austria,AUT,2021-03-07,2.9
Austria,AUT,2021-03-08,2.91
Austria,AUT,2021-03-09,2.95
Austria,AUT,2021-03-10,3
Austria,AUT,2021-03-11,3.06
Austria,AUT,2021-03-12,3.12
Austria,AUT,2021-03-13,3.19
Austria,AUT,2021-03-14,3.23
Austria,AUT,2021-03-15,3.26
Austria,AUT,2021-03-16,3.33
Austria,AUT,2021-03-17,3.42
Austria,AUT,2021-03-18,3.51
Austria,AUT,2021-03-19,3.61
Austria,AUT,2021-03-20,3.71
Austria,AUT,2021-03-21,3.76
Austria,AUT,2021-03-22,3.78
Austria,AUT,2021-03-23,3.97
Austria,AUT,2021-03-24,4.17
Austria,AUT,2021-03-25,4.35
Austria,AUT,2021-03-26,4.56
Austria,AUT,2021-03-27,4.72
Austria,AUT,2021-03-28,4.77
Austria,AUT,2021-03-29,4.83
Austria,AUT,2021-03-30,4.96
Austria,AUT,2021-03-31,5.11
Austria,AUT,2021-04-01,5.32
Austria,AUT,2021-04-02,5.53
Austria,AUT,2021-04-03,5.63
Austria,AUT,2021-04-04,5.65
Austria,AUT,2021-04-05,5.71
Austria,AUT,2021-04-06,5.84
Austria,AUT,2021-04-07,6.02
Austria,AUT,2021-04-08,6.3
Austria,AUT,2021-04-09,6.67
Austria,AUT,2021-04-10,6.99
Austria,AUT,2021-04-11,7.16
Austria,AUT,2021-04-12,7.24
Austria,AUT,2021-04-13,7.37
Austria,AUT,2021-04-14,7.52
Austria,AUT,2021-04-15,7.73
Austria,AUT,2021-04-16,7.93
Austria,AUT,2021-04-17,8.17
Austria,AUT,2021-04-18,8.22
Austria,AUT,2021-04-19,8.28
Austria,AUT,2021-04-20,8.42
Austria,AUT,2021-04-21,8.54
Austria,AUT,2021-04-22,8.65
Austria,AUT,2021-04-23,8.78
Austria,AUT,2021-04-24,8.84
Austria,AUT,2021-04-25,8.86
Austria,AUT,2021-04-26,8.9
Austria,AUT,2021-04-27,9.03
Austria,AUT,2021-04-28,9.19
Austria,AUT,2021-04-29,9.35
Austria,AUT,2021-04-30,9.51
Austria,AUT,2021-05-01,9.59
Austria,AUT,2021-05-02,9.61
Austria,AUT,2021-05-03,9.74
Austria,AUT,2021-05-04,9.98
Austria,AUT,2021-05-05,10.18
Austria,AUT,2021-05-06,10.41
Austria,AUT,2021-05-07,10.67
Austria,AUT,2021-05-08,10.88
Austria,AUT,2021-05-09,10.95
Austria,AUT,2021-05-10,11.07
Austria,AUT,2021-05-11,11.27
Austria,AUT,2021-05-12,11.53
Austria,AUT,2021-05-13,11.62
Austria,AUT,2021-05-14,11.89
Austria,AUT,2021-05-15,12.07
Austria,AUT,2021-05-16,12.15
Austria,AUT,2021-05-17,12.35
Austria,AUT,2021-05-18,12.65
Austria,AUT,2021-05-19,13.02
Austria,AUT,2021-05-20,13.41
Austria,AUT,2021-05-21,13.86
Austria,AUT,2021-05-22,14.08
Austria,AUT,2021-05-23,14.21
Austria,AUT,2021-05-24,14.34
Austria,AUT,2021-05-25,14.53
Austria,AUT,2021-05-26,15.03
Austria,AUT,2021-05-27,15.53
Austria,AUT,2021-05-28,16.12
Azerbaijan,AZE,2021-04-01,2.94
Azerbaijan,AZE,2021-04-02,3.15
Azerbaijan,AZE,2021-04-03,3.38
Azerbaijan,AZE,2021-04-04,3.52
Azerbaijan,AZE,2021-04-05,3.52
Azerbaijan,AZE,2021-04-06,3.66
Azerbaijan,AZE,2021-04-07,3.81
Azerbaijan,AZE,2021-04-08,3.92
Azerbaijan,AZE,2021-04-09,4
Azerbaijan,AZE,2021-04-10,4.09
Azerbaijan,AZE,2021-04-11,4.13
Azerbaijan,AZE,2021-04-12,4.13
Azerbaijan,AZE,2021-04-13,4.19
Azerbaijan,AZE,2021-04-14,4.24
Azerbaijan,AZE,2021-04-15,4.29
Azerbaijan,AZE,2021-04-16,4.34
Azerbaijan,AZE,2021-04-17,4.4
Azerbaijan,AZE,2021-04-18,4.42
Azerbaijan,AZE,2021-04-19,4.42
Azerbaijan,AZE,2021-04-20,4.47
Azerbaijan,AZE,2021-04-21,4.52
Azerbaijan,AZE,2021-04-22,4.58
Azerbaijan,AZE,2021-04-23,4.64
Azerbaijan,AZE,2021-04-24,4.71
Azerbaijan,AZE,2021-04-25,4.78
Azerbaijan,AZE,2021-04-26,4.78
Azerbaijan,AZE,2021-04-27,4.87
Azerbaijan,AZE,2021-04-28,4.96
Azerbaijan,AZE,2021-04-29,5.05
Azerbaijan,AZE,2021-04-30,5.15
Azerbaijan,AZE,2021-05-01,5.26
Azerbaijan,AZE,2021-05-02,5.34
Azerbaijan,AZE,2021-05-04,5.49
Azerbaijan,AZE,2021-05-05,5.7
Azerbaijan,AZE,2021-05-06,5.93
Azerbaijan,AZE,2021-05-07,6.22
Azerbaijan,AZE,2021-05-08,6.51
Azerbaijan,AZE,2021-05-09,6.72
Azerbaijan,AZE,2021-05-10,6.73
Azerbaijan,AZE,2021-05-11,6.87
Azerbaijan,AZE,2021-05-12,7.03
Azerbaijan,AZE,2021-05-13,7.19
Azerbaijan,AZE,2021-05-14,7.29
Azerbaijan,AZE,2021-05-15,7.41
Azerbaijan,AZE,2021-05-16,7.54
Azerbaijan,AZE,2021-05-18,7.81
Azerbaijan,AZE,2021-05-19,7.98
Azerbaijan,AZE,2021-05-20,8.12
Azerbaijan,AZE,2021-05-21,8.23
Azerbaijan,AZE,2021-05-22,8.35
Azerbaijan,AZE,2021-05-23,8.41
Azerbaijan,AZE,2021-05-24,8.41
Azerbaijan,AZE,2021-05-25,8.51
Azerbaijan,AZE,2021-05-26,8.59
Azerbaijan,AZE,2021-05-27,8.69
Azerbaijan,AZE,2021-05-28,8.78
Bahamas,BHS,2021-05-21,1.53
Bahrain,BHR,2021-03-06,11.72
Bahrain,BHR,2021-03-07,11.84
Bahrain,BHR,2021-03-08,11.91
Bahrain,BHR,2021-03-09,11.98
Bahrain,BHR,2021-03-10,12.11
Bahrain,BHR,2021-03-11,12.24
Bahrain,BHR,2021-03-12,12.35
Bahrain,BHR,2021-03-13,12.47
Bahrain,BHR,2021-03-14,12.59
Bahrain,BHR,2021-03-15,12.74
Bahrain,BHR,2021-03-16,12.89
Bahrain,BHR,2021-03-17,13.08
Bahrain,BHR,2021-03-18,13.37
Bahrain,BHR,2021-03-19,13.54
Bahrain,BHR,2021-03-20,13.68
Bahrain,BHR,2021-03-21,13.86
Bahrain,BHR,2021-03-22,14.04
Bahrain,BHR,2021-03-23,14.14
Bahrain,BHR,2021-03-24,14.23
Bahrain,BHR,2021-03-25,14.34
Bahrain,BHR,2021-03-26,14.43
Bahrain,BHR,2021-03-27,14.45
Bahrain,BHR,2021-03-28,14.58
Bahrain,BHR,2021-03-29,14.72
Bahrain,BHR,2021-03-30,14.87
Bahrain,BHR,2021-03-31,15.01
Bahrain,BHR,2021-04-01,15.14
Bahrain,BHR,2021-04-02,15.25
Bahrain,BHR,2021-04-03,15.9
Bahrain,BHR,2021-04-04,16.86
Bahrain,BHR,2021-04-05,17.77
Bahrain,BHR,2021-04-06,18.59
Bahrain,BHR,2021-04-07,19.59
Bahrain,BHR,2021-04-08,20.5
Bahrain,BHR,2021-04-09,21.27
Bahrain,BHR,2021-04-10,22.14
Bahrain,BHR,2021-04-11,23
Bahrain,BHR,2021-04-12,23.81
Bahrain,BHR,2021-04-13,24.44
Bahrain,BHR,2021-04-14,25.31
Bahrain,BHR,2021-04-15,26.2
Bahrain,BHR,2021-04-16,26.81
Bahrain,BHR,2021-04-17,27.23
Bahrain,BHR,2021-04-18,27.91
Bahrain,BHR,2021-04-19,28.47
Bahrain,BHR,2021-04-20,28.88
Bahrain,BHR,2021-04-21,29.38
Bahrain,BHR,2021-04-22,29.8
Bahrain,BHR,2021-04-23,29.97
Bahrain,BHR,2021-04-24,30.35
Bahrain,BHR,2021-04-25,30.6
Bahrain,BHR,2021-04-26,30.86
Bahrain,BHR,2021-04-27,31.14
Bahrain,BHR,2021-04-28,31.42
Bahrain,BHR,2021-04-29,31.67
Bahrain,BHR,2021-04-30,31.84
Bahrain,BHR,2021-05-01,31.99
Bahrain,BHR,2021-05-02,32.15
Bahrain,BHR,2021-05-03,32.36
Bahrain,BHR,2021-05-04,32.58
Bahrain,BHR,2021-05-05,32.82
Bahrain,BHR,2021-05-06,33.05
Bahrain,BHR,2021-05-07,33.27
Bahrain,BHR,2021-05-08,33.52
Bahrain,BHR,2021-05-09,34.01
Bahrain,BHR,2021-05-10,34.6
Bahrain,BHR,2021-05-11,35.4
Bahrain,BHR,2021-05-12,36.01
Bahrain,BHR,2021-05-13,36.27
Bahrain,BHR,2021-05-14,36.51
Bahrain,BHR,2021-05-15,36.81
Bahrain,BHR,2021-05-16,37.27
Bahrain,BHR,2021-05-17,37.74
Bahrain,BHR,2021-05-18,38.28
Bahrain,BHR,2021-05-19,38.67
Bahrain,BHR,2021-05-20,38.99
Bahrain,BHR,2021-05-21,39.56
Bahrain,BHR,2021-05-22,40.15
Bahrain,BHR,2021-05-23,41.1
Bahrain,BHR,2021-05-24,42.12
Bahrain,BHR,2021-05-25,43.06
Bahrain,BHR,2021-05-26,43.85
Bahrain,BHR,2021-05-27,44.57
Bahrain,BHR,2021-05-28,45.05
